customer_id,country,warehouse_hub,age_group,gender,style_category,acquisition_channel,cohort_month,loyalty_tier,recency_days,frequency_30d,frequency_90d,monetary_3m_usd,avg_order_value_usd,basket_size_items,browsing_sessions_30d,wishlist_items,discount_dependency_pct,promo_depth_pct,promo_response_rate,returns_rate,mega_sale_participant,avg_delivery_days,delivery_issues_count,last_mile_cost_usd,fulfillment_cost_usd,return_cost_usd,logistics_cost_pct_revenue,gross_margin_pct,campaign_last_sent,responded_to_campaign,incremental_orders_from_campaign,campaign_roi,uplift_segment,churn_label,churn_risk_score,clv_12m_usd
SH01096,Malaysia,SG Hub,33-38,Female,Casual,Mega-Sale Event,2024-07,None,27,1,3,62.01,24.49,2,13,7,0.52,0.21,0.4,0.18,0,3.8,0,4.13,2.0,1.76,0.322,0.103,Style Drop,0,0,-1.0,Lost Cause,0,35.8,161.95
SH01097,Vietnam,VN Hub,33-38,Female,Activewear,Influencer,2024-10,Bronze,113,2,6,118.17,26.76,1,10,4,0.88,0.47,0.31,0.27,1,4.1,0,2.81,2.59,2.89,0.31,-0.057,Voucher,0,0,-1.0,Do-Not-Disturb,1,74.7,209.4
SH01098,Singapore,SG Hub,28-32,Female,Casual,Influencer,2024-01,Bronze,84,1,5,228.59,52.49,8,12,7,0.43,0.29,0.52,0.24,1,3.5,0,4.86,4.19,5.04,0.268,0.128,Free Shipping,1,2,5.0,Lost Cause,1,53.1,533.5
SH01099,Singapore,SG Hub,28-32,Female,Casual,Influencer,2024-10,Silver,27,2,7,337.83,56.38,3,13,8,0.48,0.26,0.48,0.21,0,3.4,0,4.5,4.35,4.74,0.241,0.151,Free Shipping,1,1,3.24,Persuadable,0,8.3,850.0
SH01100,Philippines,SG Hub,23-27,Female,Streetwear,Paid Social,2024-03,None,41,0,1,12.49,15.81,6,19,5,0.7,0.34,0.4,0.27,0,6.2,1,3.33,1.14,1.71,0.391,-0.02,Free Shipping,1,0,-1.0,Do-Not-Disturb,1,69.4,11.92
SH01101,Philippines,SG Hub,28-32,Male,K-Fashion,Paid Social,2024-04,None,94,0,1,13.99,18.48,4,7,9,0.81,0.38,0.38,0.37,0,7.1,2,3.87,1.97,2.74,0.464,-0.085,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,92.5,10.0
SH01102,Malaysia,SG Hub,18-22,Male,Streetwear,Influencer,2024-08,None,19,2,3,106.79,45.58,4,13,6,0.73,0.39,0.39,0.25,1,3.6,0,2.77,4.26,4.56,0.254,0.064,None,0,0,-1.0,Lost Cause,0,38.9,270.94
SH01103,Australia,AU Hub,23-27,Male,K-Fashion,Influencer,2024-01,Bronze,65,1,4,291.22,83.3,3,13,3,0.42,0.19,0.58,0.21,0,5.5,0,7.16,6.33,7.0,0.246,0.165,Free Shipping,0,0,-1.0,Lost Cause,0,47.9,718.66
SH01104,Philippines,SG Hub,23-27,Female,Formal,Paid Social,2024-04,None,23,2,4,68.07,22.13,5,22,8,0.77,0.43,0.37,0.34,0,7.3,1,4.17,1.44,3.01,0.39,-0.094,Influencer Code,1,0,-1.0,Lost Cause,0,45.2,156.44
SH01105,Thailand,VN Hub,28-32,Female,Streetwear,Referral,2024-02,Bronze,99,2,6,130.87,26.31,1,17,4,0.57,0.24,0.39,0.28,0,5.2,0,4.8,2.29,2.95,0.382,0.052,Style Drop,1,3,5.0,Lost Cause,1,60.1,283.38
SH01106,Malaysia,SG Hub,23-27,Male,Casual,Organic,2024-03,None,39,0,2,53.03,31.53,6,8,0,0.53,0.33,0.51,0.22,0,3.8,0,2.56,3.29,2.77,0.273,0.112,Style Drop,0,0,-1.0,Lost Cause,0,49.5,117.32
SH01107,Indonesia,SG Hub,23-27,Female,Activewear,Paid Social,2024-10,Bronze,20,2,7,150.56,26.62,3,18,6,0.64,0.36,0.43,0.25,0,5.3,0,3.61,2.7,2.66,0.337,0.025,Voucher,1,3,5.0,Sure-Thing,0,17.7,456.63
SH01108,Vietnam,VN Hub,23-27,Male,Activewear,Influencer,2024-03,Bronze,14,2,7,177.92,32.67,3,12,6,0.74,0.42,0.52,0.2,0,4.6,0,3.21,1.99,2.61,0.239,0.027,None,0,0,-1.0,Sure-Thing,0,16.9,542.68
SH01109,Singapore,SG Hub,18-22,Female,Streetwear,Influencer,2024-01,None,11,1,3,139.59,54.74,1,18,7,0.5,0.35,0.45,0.17,1,1.8,0,3.8,4.25,3.72,0.215,0.105,Voucher,0,0,-1.0,Lost Cause,0,27.5,393.96
SH01110,Philippines,SG Hub,18-22,Female,Casual,Influencer,2024-03,None,36,2,5,79.69,22.29,4,18,6,0.95,0.5,0.4,0.35,0,6.0,1,4.26,1.32,3.12,0.39,-0.048,Influencer Code,1,2,1.76,Lost Cause,1,51.7,172.31
SH01111,Indonesia,SG Hub,23-27,Female,Accessories,Mega-Sale Event,2024-02,None,88,0,1,7.15,10.0,2,13,10,0.95,0.49,0.42,0.33,1,5.2,0,2.98,1.0,1.32,0.53,-0.15,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,87.1,10.0
SH01112,Australia,AU Hub,23-27,Male,Casual,Mega-Sale Event,2024-08,Bronze,7,1,4,289.12,79.69,5,15,7,0.31,0.14,0.5,0.18,0,5.6,0,7.25,7.18,5.74,0.253,0.201,Style Drop,1,6,5.0,Persuadable,0,17.8,850.0
SH01113,Vietnam,VN Hub,18-22,Female,Activewear,Mega-Sale Event,2024-12,None,76,0,2,51.42,34.1,2,14,8,0.82,0.44,0.36,0.36,1,4.6,0,3.16,2.02,4.91,0.296,0.108,Voucher,1,0,-1.0,Do-Not-Disturb,1,77.9,78.23
SH01114,Indonesia,SG Hub,23-27,Female,Formal,Referral,2024-03,None,116,0,2,33.47,21.76,1,9,5,0.77,0.42,0.44,0.23,0,5.8,1,3.66,1.0,2.0,0.306,-0.022,Voucher,0,0,-1.0,Do-Not-Disturb,1,90.8,36.55
SH01115,Australia,AU Hub,23-27,Female,Activewear,Referral,2024-09,None,26,0,2,166.18,92.53,3,17,3,0.34,0.15,0.54,0.17,1,5.6,0,7.49,6.99,6.29,0.224,0.182,Style Drop,1,1,5.0,Persuadable,0,35.9,450.23
SH01116,UAE,Dubai Hub,23-27,Female,K-Fashion,Referral,2024-05,None,68,0,2,136.72,77.95,5,12,5,0.41,0.12,0.43,0.21,1,3.6,0,5.21,6.38,6.55,0.233,0.275,Voucher,1,1,5.0,Lost Cause,1,61.6,296.96
SH01117,Thailand,VN Hub,23-27,Female,Casual,Influencer,2024-01,None,15,0,0,0.0,31.74,2,6,8,0.73,0.37,0.36,0.25,0,5.0,0,3.77,2.85,3.17,0.308,0.014,Free Shipping,1,0,-1.0,Do-Not-Disturb,1,55.2,10.0
SH01118,Malaysia,SG Hub,28-32,Male,K-Fashion,Influencer,2024-09,None,18,1,3,84.14,34.71,3,11,5,0.64,0.37,0.31,0.33,1,3.8,1,3.14,3.0,4.58,0.309,0.085,Influencer Code,1,1,1.45,Lost Cause,0,44.6,200.93
SH01119,Indonesia,SG Hub,23-27,Female,Casual,Influencer,2024-03,None,28,0,1,17.63,23.2,1,8,4,0.8,0.45,0.43,0.35,0,5.1,1,2.91,2.44,3.25,0.371,-0.034,Influencer Code,1,2,2.31,Do-Not-Disturb,1,67.1,18.87
SH01120,Malaysia,SG Hub,33-38,Male,Accessories,Paid Social,2024-07,None,33,2,3,88.46,34.09,3,15,4,0.45,0.31,0.47,0.23,0,3.9,1,2.8,1.85,3.14,0.229,0.104,Voucher,0,0,-1.0,Lost Cause,0,45.2,213.25
SH01121,Indonesia,SG Hub,33-38,Male,Casual,Influencer,2024-07,None,70,2,3,58.47,24.86,3,21,2,0.72,0.49,0.41,0.37,0,6.3,1,3.39,2.58,3.68,0.388,-0.018,Free Shipping,1,2,1.95,Do-Not-Disturb,1,74.4,93.72
SH01122,Malaysia,SG Hub,23-27,Female,Streetwear,Mega-Sale Event,2024-08,Bronze,90,1,5,171.3,41.78,3,17,5,0.6,0.37,0.37,0.18,1,2.9,1,3.23,3.19,3.01,0.226,0.111,None,0,0,-1.0,Lost Cause,1,67.1,343.27
SH01123,Singapore,SG Hub,23-27,Female,K-Fashion,Organic,2024-02,Bronze,29,1,4,258.78,73.02,4,20,7,0.38,0.28,0.45,0.19,1,3.0,0,3.56,6.21,5.55,0.21,0.204,Free Shipping,1,0,-1.0,Persuadable,0,27.9,742.71
SH01124,Vietnam,VN Hub,23-27,Female,Accessories,Paid Social,2024-04,None,45,0,0,0.0,27.98,2,10,3,0.68,0.41,0.41,0.29,1,4.5,1,2.43,1.58,3.25,0.259,0.057,Voucher,0,0,-1.0,Do-Not-Disturb,1,75.9,10.0
SH01125,Singapore,SG Hub,28-32,Female,K-Fashion,Influencer,2024-09,Bronze,180,1,3,175.96,68.52,6,24,4,0.48,0.35,0.45,0.17,0,2.8,1,3.21,5.48,4.66,0.195,0.124,Voucher,1,2,5.0,Lost Cause,1,95.5,248.86
SH01126,Indonesia,SG Hub,23-27,Female,K-Fashion,Influencer,2024-12,Bronze,53,2,6,80.88,18.39,3,17,6,0.89,0.58,0.38,0.34,1,5.6,2,2.67,1.59,2.5,0.368,-0.106,Free Shipping,0,0,-1.0,Do-Not-Disturb,1,60.3,157.47
SH01127,Vietnam,VN Hub,28-32,Non-binary,K-Fashion,Influencer,2024-01,None,40,2,3,77.51,34.13,3,16,5,0.81,0.49,0.43,0.25,1,4.9,0,2.78,3.31,3.41,0.278,0.043,None,0,0,-1.0,Lost Cause,1,52.8,165.79
SH01128,Singapore,SG Hub,23-27,Non-binary,K-Fashion,Mega-Sale Event,2024-05,Bronze,84,1,3,150.09,55.9,5,12,5,0.35,0.23,0.63,0.22,0,3.2,0,3.07,3.68,4.92,0.209,0.198,Free Shipping,1,3,5.0,Lost Cause,1,62.5,318.99
SH01129,Singapore,SG Hub,23-27,Male,Streetwear,Paid Social,2024-11,Bronze,180,2,4,241.33,70.73,4,12,8,0.49,0.26,0.48,0.28,1,3.1,0,3.3,5.67,7.92,0.239,0.229,Voucher,1,0,-1.0,Lost Cause,1,93.2,362.11
SH01130,Indonesia,SG Hub,23-27,Female,Casual,Organic,2024-04,None,41,0,1,30.93,41.69,2,14,7,0.86,0.47,0.44,0.33,1,5.1,1,3.3,2.79,5.5,0.278,0.035,Influencer Code,1,1,0.8,Do-Not-Disturb,1,74.2,41.25
SH01131,Australia,AU Hub,28-32,Female,Streetwear,Influencer,2024-06,Bronze,58,2,3,199.17,77.02,4,22,8,0.46,0.24,0.44,0.12,1,5.7,0,6.53,6.41,3.7,0.216,0.18,Voucher,0,0,-1.0,Lost Cause,0,49.7,479.74
SH01132,Philippines,SG Hub,18-22,Female,K-Fashion,Paid Social,2024-11,None,127,2,5,37.25,10.0,2,18,8,0.85,0.5,0.3,0.26,1,6.5,1,4.39,1.19,1.04,0.6,-0.15,Voucher,1,0,-1.0,Do-Not-Disturb,1,87.0,42.33
SH01133,Indonesia,SG Hub,28-32,Female,K-Fashion,Paid Social,2024-12,None,36,1,5,73.38,19.62,2,19,9,0.84,0.43,0.37,0.34,0,5.1,0,3.87,2.21,2.67,0.446,-0.082,None,0,0,-1.0,Lost Cause,0,40.9,176.67
SH01134,Vietnam,VN Hub,28-32,Female,Streetwear,Mega-Sale Event,2024-08,None,42,0,2,57.55,37.86,4,9,8,0.8,0.43,0.32,0.3,1,4.6,1,2.63,2.76,4.54,0.262,0.01,Influencer Code,1,0,-1.0,Do-Not-Disturb,1,67.6,102.58
SH01135,Indonesia,SG Hub,18-22,Female,K-Fashion,Mega-Sale Event,2024-09,Bronze,50,1,5,108.42,28.42,2,15,4,0.79,0.32,0.4,0.16,0,5.6,0,3.28,2.74,1.82,0.276,0.086,Voucher,1,2,4.48,Lost Cause,0,43.5,267.71
SH01136,Singapore,SG Hub,23-27,Female,Casual,Influencer,2024-08,None,48,1,2,108.02,63.99,4,11,8,0.52,0.37,0.43,0.29,1,2.6,2,4.07,5.8,7.42,0.27,0.098,Free Shipping,0,0,-1.0,Lost Cause,1,69.5,205.66
SH01137,Philippines,SG Hub,18-22,Female,K-Fashion,Referral,2024-04,Bronze,76,1,5,113.36,30.07,2,14,2,0.82,0.44,0.3,0.31,0,6.0,1,3.84,1.58,3.73,0.304,-0.031,Voucher,1,2,2.69,Do-Not-Disturb,1,68.4,216.4
SH01138,Indonesia,SG Hub,28-32,Female,Streetwear,Influencer,2024-11,None,69,1,4,86.43,27.88,6,15,7,0.75,0.44,0.5,0.25,0,4.3,1,3.11,2.54,2.79,0.303,0.017,Voucher,0,0,-1.0,Do-Not-Disturb,1,67.6,162.29
SH01139,Thailand,VN Hub,18-22,Female,Streetwear,Mega-Sale Event,2024-01,None,38,1,3,94.18,39.74,5,18,7,0.7,0.46,0.4,0.32,0,5.2,0,3.9,3.66,5.09,0.318,-0.001,Influencer Code,1,1,0.84,Lost Cause,0,49.8,212.81
SH01140,Singapore,SG Hub,33-38,Male,Streetwear,Influencer,2024-01,Bronze,123,2,3,183.73,69.36,3,16,11,0.39,0.23,0.42,0.16,0,3.3,0,4.24,5.42,4.44,0.203,0.22,Influencer Code,0,0,-1.0,Lost Cause,1,79.9,325.62
SH01141,Indonesia,SG Hub,18-22,Non-binary,K-Fashion,Influencer,2024-08,None,41,1,3,83.44,36.17,1,14,12,0.77,0.5,0.45,0.26,1,5.5,0,3.8,2.29,3.76,0.272,-0.004,Influencer Code,0,0,-1.0,Lost Cause,1,52.3,180.35
SH01142,Indonesia,SG Hub,33-38,Female,K-Fashion,Mega-Sale Event,2024-11,Bronze,28,2,6,120.59,26.87,1,11,3,0.84,0.4,0.35,0.33,0,4.5,0,3.96,2.62,3.55,0.377,-0.012,Style Drop,1,2,3.09,Lost Cause,0,30.9,327.87
SH01143,Philippines,SG Hub,28-32,Male,Formal,Influencer,2024-10,None,62,2,3,63.51,29.24,6,17,6,0.92,0.63,0.42,0.42,1,7.4,1,3.21,1.74,4.91,0.337,-0.15,Voucher,0,0,-1.0,Do-Not-Disturb,1,76.3,95.36
SH01144,Indonesia,SG Hub,23-27,Non-binary,K-Fashion,Paid Social,2024-09,None,99,0,1,16.05,21.54,5,15,3,0.85,0.52,0.35,0.39,1,4.9,0,4.18,1.63,3.36,0.426,-0.091,None,0,0,-1.0,Do-Not-Disturb,1,88.9,10.0
SH01145,Indonesia,SG Hub,28-32,Female,Casual,Paid Social,2024-05,None,28,1,1,14.99,19.19,5,17,7,0.73,0.41,0.39,0.3,0,5.3,0,3.7,1.52,2.3,0.392,-0.068,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,57.2,18.07
SH01146,Australia,AU Hub,28-32,Female,Casual,Influencer,2024-05,Bronze,47,1,4,328.11,91.65,5,9,2,0.35,0.26,0.53,0.21,0,6.2,1,7.71,7.69,7.7,0.252,0.146,Voucher,1,2,5.0,Lost Cause,0,43.4,839.29
SH01147,Vietnam,VN Hub,33-38,Female,Streetwear,Organic,2024-06,None,31,0,0,0.0,29.73,4,15,7,0.7,0.33,0.45,0.31,0,4.0,0,3.09,2.07,3.69,0.298,0.061,Style Drop,0,0,-1.0,Do-Not-Disturb,1,64.0,10.0
SH01148,Indonesia,SG Hub,18-22,Female,Streetwear,Mega-Sale Event,2024-04,None,16,2,3,70.5,30.44,6,18,3,0.76,0.4,0.45,0.23,0,4.9,2,3.52,2.09,2.8,0.276,0.015,Voucher,1,0,-1.0,Lost Cause,1,52.5,152.97
SH01149,Indonesia,SG Hub,23-27,Male,Activewear,Mega-Sale Event,2024-06,None,27,0,0,0.0,24.99,2,6,12,0.76,0.49,0.41,0.32,0,5.3,0,3.36,2.05,3.2,0.345,-0.01,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,63.8,10.0
SH01150,Singapore,SG Hub,18-22,Female,Formal,Influencer,2024-02,None,63,1,2,95.36,57.31,3,11,5,0.56,0.21,0.49,0.2,1,4.6,0,3.98,5.09,4.58,0.238,0.236,Influencer Code,0,0,-1.0,Lost Cause,1,63.0,199.21
SH01151,UAE,Dubai Hub,23-27,Female,K-Fashion,Paid Social,2024-04,Bronze,70,1,5,380.78,85.09,7,17,6,0.35,0.22,0.55,0.2,1,4.3,0,4.34,7.95,6.81,0.224,0.22,Voucher,0,0,-1.0,Lost Cause,0,42.2,850.0
SH01152,UAE,Dubai Hub,18-22,Female,Streetwear,Influencer,2024-12,Bronze,21,1,4,330.38,96.49,5,15,3,0.48,0.29,0.49,0.21,0,4.9,1,4.93,6.97,8.11,0.207,0.16,Style Drop,1,0,-1.0,Persuadable,0,33.4,850.0
SH01153,Singapore,SG Hub,23-27,Female,K-Fashion,Influencer,2024-09,Bronze,52,1,3,174.8,66.44,3,10,6,0.41,0.32,0.49,0.23,1,3.8,0,3.01,5.47,6.11,0.22,0.167,Voucher,1,3,5.0,Lost Cause,0,47.0,426.32
SH01154,Indonesia,SG Hub,23-27,Male,Casual,Influencer,2024-02,Bronze,42,2,7,53.55,10.31,1,20,4,0.86,0.39,0.31,0.32,1,5.4,0,3.23,1.0,1.32,0.538,-0.15,Style Drop,1,1,0.39,Lost Cause,0,32.5,135.22
SH01155,Singapore,SG Hub,23-27,Female,Casual,Referral,2024-04,Bronze,49,1,3,159.14,60.28,5,13,5,0.4,0.3,0.53,0.05,0,2.7,0,4.82,5.33,1.21,0.188,0.147,Voucher,0,0,-1.0,Lost Cause,0,41.6,406.12
SH01156,Malaysia,SG Hub,23-27,Female,K-Fashion,Mega-Sale Event,2024-04,None,11,1,3,125.61,49.26,4,7,3,0.5,0.25,0.48,0.23,1,4.5,1,2.79,3.47,4.53,0.219,0.189,Voucher,1,1,3.27,Lost Cause,0,34.9,337.46
SH01157,Vietnam,VN Hub,28-32,Female,Streetwear,Mega-Sale Event,2024-04,Bronze,21,1,5,103.85,26.29,2,16,5,0.7,0.36,0.4,0.31,1,3.8,0,2.78,1.77,3.26,0.297,0.039,Free Shipping,0,0,-1.0,Lost Cause,0,29.0,285.83
SH01158,Malaysia,SG Hub,28-32,Female,Accessories,Paid Social,2024-09,None,20,0,1,17.26,20.6,2,13,6,0.54,0.24,0.53,0.26,0,4.8,0,2.66,1.35,2.14,0.299,0.115,Style Drop,1,1,2.15,Lost Cause,0,46.3,34.04
SH01159,Thailand,VN Hub,23-27,Female,K-Fashion,Paid Social,2024-11,None,27,1,3,109.83,45.14,3,20,9,0.63,0.29,0.37,0.25,0,4.9,1,3.47,3.57,4.51,0.256,0.138,Voucher,1,2,5.0,Lost Cause,0,47.7,262.9
SH01160,Thailand,VN Hub,23-27,Female,Casual,Paid Social,2024-09,None,40,1,4,109.07,35.46,6,13,3,0.77,0.44,0.49,0.37,1,3.5,2,2.93,3.0,5.25,0.315,0.036,Style Drop,0,0,-1.0,Do-Not-Disturb,1,62.5,221.09
SH01161,Singapore,SG Hub,33-38,Female,Activewear,Paid Social,2024-06,Bronze,33,2,5,271.26,61.44,3,11,6,0.39,0.16,0.5,0.21,1,3.0,1,3.71,5.16,5.16,0.228,0.214,Voucher,1,0,-1.0,Persuadable,0,31.4,764.04
SH01162,Philippines,SG Hub,18-22,Female,K-Fashion,Paid Social,2024-02,None,40,2,3,44.07,19.03,5,19,6,0.76,0.46,0.43,0.31,1,6.8,1,4.62,1.52,2.36,0.447,-0.124,Free Shipping,0,0,-1.0,Do-Not-Disturb,1,59.8,80.46
SH01163,Australia,AU Hub,18-22,Male,K-Fashion,Influencer,2024-02,None,11,0,2,158.76,86.66,2,12,12,0.28,0.12,0.51,0.22,0,5.7,0,6.85,6.27,7.63,0.239,0.209,Free Shipping,1,0,-1.0,Persuadable,0,28.0,457.45
SH01164,Singapore,SG Hub,18-22,Female,K-Fashion,Influencer,2024-10,Bronze,138,2,4,201.58,57.66,3,12,4,0.42,0.17,0.41,0.22,0,3.6,0,4.19,4.98,5.07,0.247,0.195,Voucher,0,0,-1.0,Lost Cause,1,82.4,349.73
SH01165,Indonesia,SG Hub,23-27,Female,Accessories,Referral,2024-09,None,33,2,3,77.76,33.19,6,13,6,0.73,0.38,0.41,0.24,1,4.8,0,3.91,2.63,3.19,0.293,0.022,None,0,0,-1.0,Lost Cause,0,46.3,181.37
SH01166,Vietnam,VN Hub,23-27,Female,K-Fashion,Paid Social,2024-07,Bronze,49,1,5,129.2,32.34,6,13,4,0.67,0.39,0.45,0.15,1,3.8,0,3.43,3.17,1.94,0.264,0.025,Free Shipping,0,0,-1.0,Lost Cause,0,39.2,330.13
SH01167,UAE,Dubai Hub,28-32,Male,K-Fashion,Referral,2024-07,Bronze,98,1,3,223.31,86.96,5,19,10,0.48,0.25,0.51,0.2,0,4.1,0,4.57,6.6,6.96,0.208,0.218,Influencer Code,0,0,-1.0,Lost Cause,1,72.4,432.12
SH01168,Thailand,VN Hub,28-32,Female,K-Fashion,Influencer,2024-11,None,20,0,2,48.86,31.16,2,11,1,0.72,0.4,0.41,0.32,1,4.8,0,4.92,1.69,3.99,0.34,-0.055,Influencer Code,1,0,-1.0,Lost Cause,0,46.6,107.18
SH01169,Vietnam,VN Hub,23-27,Female,K-Fashion,Paid Social,2024-10,None,53,1,4,80.54,26.6,2,10,8,0.81,0.48,0.29,0.28,1,4.3,0,3.43,2.11,2.98,0.32,-0.06,Influencer Code,0,0,-1.0,Lost Cause,1,54.3,170.79
SH01170,Philippines,SG Hub,33-38,Female,Casual,Influencer,2024-02,None,39,2,4,90.14,30.37,2,15,9,0.86,0.53,0.31,0.36,1,7.1,1,4.36,3.08,4.37,0.389,-0.058,Influencer Code,1,1,0.35,Do-Not-Disturb,1,57.1,186.17
SH01171,Vietnam,VN Hub,28-32,Female,K-Fashion,Influencer,2024-05,None,91,1,2,32.04,21.08,1,19,5,0.8,0.42,0.5,0.31,1,4.1,0,2.46,1.77,2.61,0.324,-0.012,Style Drop,0,0,-1.0,Do-Not-Disturb,1,82.2,40.03
SH01172,Indonesia,SG Hub,18-22,Male,Casual,Influencer,2024-01,None,46,0,1,8.31,11.02,3,13,4,0.82,0.4,0.34,0.37,0,5.4,2,3.45,1.0,1.63,0.552,-0.15,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,81.0,10.0
SH01173,Australia,AU Hub,23-27,Female,Casual,Influencer,2024-05,Bronze,28,2,3,216.67,82.92,2,13,1,0.43,0.24,0.56,0.19,0,5.8,0,7.91,6.2,6.3,0.246,0.122,Influencer Code,0,0,-1.0,Lost Cause,0,34.1,593.68
SH01174,Philippines,SG Hub,23-27,Male,Formal,Mega-Sale Event,2024-08,None,18,0,1,19.75,27.05,4,7,5,0.9,0.52,0.33,0.35,1,5.7,0,5.05,3.04,3.79,0.439,-0.106,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,57.7,24.4
SH01175,Australia,AU Hub,18-22,Male,K-Fashion,Influencer,2024-03,None,126,0,2,150.42,81.84,5,10,8,0.27,0.08,0.52,0.19,1,5.1,1,7.94,6.03,6.22,0.247,0.272,Influencer Code,1,1,5.0,Lost Cause,1,86.7,249.35
SH01176,Singapore,SG Hub,18-22,Female,Formal,Organic,2024-02,Bronze,10,2,3,180.51,65.26,8,15,7,0.26,0.1,0.57,0.24,0,3.2,1,4.19,4.86,6.26,0.235,0.282,Free Shipping,1,2,5.0,Persuadable,0,28.4,520.06
SH01177,Indonesia,SG Hub,33-38,Male,Casual,Paid Social,2024-06,None,58,0,2,33.75,21.44,6,21,7,0.71,0.35,0.38,0.19,1,6.2,1,2.87,2.0,1.63,0.303,0.064,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,70.9,53.84
SH01178,Philippines,SG Hub,23-27,Female,K-Fashion,Paid Social,2024-07,None,32,0,1,21.68,28.3,3,4,4,0.78,0.42,0.48,0.27,0,6.8,2,4.44,1.34,3.06,0.312,-0.027,Free Shipping,0,0,-1.0,Do-Not-Disturb,1,73.4,25.68
SH01179,UAE,Dubai Hub,23-27,Male,Activewear,Paid Social,2024-09,Silver,156,2,6,442.33,84.64,5,15,5,0.43,0.2,0.5,0.25,0,3.2,1,3.88,7.41,8.46,0.233,0.201,Style Drop,1,1,5.0,Lost Cause,1,72.8,850.0
SH01180,Thailand,VN Hub,28-32,Female,Formal,Influencer,2024-01,Bronze,22,3,6,120.9,26.1,4,21,7,0.76,0.45,0.43,0.37,0,3.2,0,2.56,2.4,3.86,0.338,-0.028,None,0,0,-1.0,Sure-Thing,0,26.8,337.02
SH01181,UAE,Dubai Hub,23-27,Female,K-Fashion,Referral,2024-03,Bronze,128,1,4,295.35,82.5,6,16,8,0.35,0.11,0.5,0.2,0,4.5,0,4.62,7.05,6.6,0.221,0.307,None,0,0,-1.0,Lost Cause,1,77.3,549.98
SH01182,UAE,Dubai Hub,33-38,Female,Accessories,Mega-Sale Event,2024-10,Bronze,180,1,4,350.05,101.17,7,16,5,0.45,0.17,0.52,0.2,1,4.1,0,4.76,8.37,8.09,0.21,0.264,Style Drop,1,1,5.0,Lost Cause,1,92.4,539.03
SH01183,Indonesia,SG Hub,28-32,Female,Streetwear,Organic,2024-09,None,30,0,0,0.0,10.12,2,19,7,0.82,0.43,0.47,0.34,0,5.8,0,3.95,1.0,1.38,0.6,-0.15,Influencer Code,0,0,-1.0,Do-Not-Disturb,1,67.3,10.0
SH01184,Vietnam,VN Hub,23-27,Female,Casual,Paid Social,2024-11,None,19,1,4,99.97,32.0,5,11,3,0.73,0.39,0.41,0.33,1,4.1,0,3.15,2.03,4.22,0.294,0.039,Influencer Code,1,1,1.23,Lost Cause,0,34.6,261.71
SH01185,Thailand,VN Hub,23-27,Male,Accessories,Influencer,2024-10,None,63,0,2,25.19,16.57,4,14,3,0.8,0.37,0.49,0.28,0,5.0,0,3.57,1.26,1.86,0.404,-0.068,Voucher,0,0,-1.0,Do-Not-Disturb,1,70.8,35.93
SH01186,Malaysia,SG Hub,33-38,Female,Streetwear,Mega-Sale Event,2024-11,None,25,1,2,56.59,34.13,4,15,5,0.57,0.28,0.43,0.26,0,4.4,0,2.61,2.24,3.55,0.246,0.103,Free Shipping,1,1,2.38,Lost Cause,0,43.7,134.91
SH01187,Vietnam,VN Hub,28-32,Female,Activewear,Influencer,2024-07,None,32,2,4,75.75,24.53,5,18,3,0.76,0.4,0.45,0.35,0,4.3,0,2.85,2.21,3.43,0.346,0.017,Voucher,1,1,0.99,Lost Cause,0,42.6,181.31
SH01188,Singapore,SG Hub,33-38,Female,Streetwear,Influencer,2024-12,None,71,2,3,114.34,45.32,6,13,5,0.53,0.27,0.49,0.33,1,3.0,0,3.05,4.03,5.98,0.288,0.129,Voucher,1,0,-1.0,Lost Cause,1,62.9,238.37
SH01189,Thailand,VN Hub,18-22,Female,Activewear,Influencer,2024-05,None,110,1,2,51.52,33.11,6,12,5,0.74,0.41,0.36,0.32,1,4.8,1,2.3,3.39,4.24,0.3,0.028,None,0,0,-1.0,Do-Not-Disturb,1,89.9,66.63
SH01190,Australia,AU Hub,28-32,Female,Casual,Mega-Sale Event,2024-11,Bronze,48,1,4,268.36,74.96,6,13,6,0.35,0.16,0.52,0.19,0,6.1,2,7.57,6.18,5.7,0.259,0.15,Style Drop,0,0,-1.0,Lost Cause,1,51.0,645.63
SH01191,Philippines,SG Hub,23-27,Male,K-Fashion,Organic,2024-05,None,91,1,5,36.8,10.0,2,10,6,0.88,0.56,0.38,0.32,1,6.5,1,3.82,1.26,1.28,0.6,-0.15,Influencer Code,1,2,0.66,Do-Not-Disturb,1,76.6,47.23
SH01192,Australia,AU Hub,18-22,Female,Streetwear,Mega-Sale Event,2024-06,Bronze,9,1,4,320.58,84.72,5,9,3,0.18,0.12,0.51,0.17,0,6.3,2,7.64,6.63,5.76,0.236,0.221,Voucher,1,0,-1.0,Persuadable,0,26.0,850.0
